depth,accuracy
0,0.7303921568627451
1,0.6764705882352942
1,0.6715686274509803
2,0.7352941176470589
2,0.7254901960784313
2,0.7254901960784313
2,0.7254901960784313
3,0.7107843137254902
3,0.7156862745098039
3,0.7156862745098039
3,0.7156862745098039
3,0.7107843137254902
3,0.7107843137254902
4,0.6617647058823529
4,0.6617647058823529
4,0.6617647058823529
4,0.6617647058823529
4,0.6617647058823529
4,0.6617647058823529
4,0.6617647058823529
4,0.6568627450980392
5,0.6568627450980392
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6372549019607843
5,0.6421568627450981
6,0.6568627450980392
6,0.6568627450980392
6,0.6519607843137255
6,0.6519607843137255
6,0.6519607843137255
6,0.6470588235294118
6,0.6470588235294118
6,0.6470588235294118
6,0.6470588235294118
6,0.6470588235294118
6,0.6470588235294118
6,0.6470588235294118
7,0.6568627450980392
7,0.6568627450980392
7,0.6764705882352942
7,0.6813725490196079
7,0.6813725490196079
7,0.6813725490196079
8,0.6715686274509803
8,0.6715686274509803
8,0.6715686274509803
8,0.6715686274509803
8,0.6715686274509803
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
9,0.6666666666666666
9,0.6666666666666666
9,0.6666666666666666
9,0.6666666666666666
10,0.6666666666666666
10,0.6715686274509803
11,0.6715686274509803
11,0.6715686274509803
