depth,accuracy
0,0.6436781609195402
1,0.6436781609195402
1,0.6436781609195402
2,0.632183908045977
2,0.632183908045977
2,0.632183908045977
2,0.632183908045977
3,0.6436781609195402
3,0.6436781609195402
3,0.6436781609195402
3,0.6436781609195402
3,0.6436781609195402
3,0.6436781609195402
4,0.6436781609195402
4,0.6436781609195402
4,0.6436781609195402
4,0.6436781609195402
4,0.6436781609195402
4,0.6436781609195402
4,0.632183908045977
4,0.632183908045977
4,0.6436781609195402
4,0.6436781609195402
5,0.6436781609195402
5,0.6436781609195402
5,0.6436781609195402
5,0.6436781609195402
5,0.6551724137931034
5,0.6551724137931034
5,0.6551724137931034
5,0.6781609195402298
5,0.6781609195402298
5,0.6781609195402298
6,0.6781609195402298
6,0.6666666666666666
6,0.6666666666666666
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
6,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
7,0.6781609195402298
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
8,0.6666666666666666
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6551724137931034
9,0.6436781609195402
9,0.6436781609195402
9,0.6436781609195402
9,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6551724137931034
10,0.6436781609195402
10,0.6551724137931034
10,0.6436781609195402
10,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
11,0.6436781609195402
12,0.632183908045977
12,0.632183908045977
12,0.632183908045977
12,0.632183908045977
12,0.632183908045977
12,0.632183908045977
13,0.6436781609195402
13,0.6436781609195402
14,0.6436781609195402
14,0.6551724137931034
15,0.6551724137931034
15,0.6551724137931034
15,0.6551724137931034
15,0.6551724137931034
16,0.6551724137931034
16,0.6666666666666666
16,0.6666666666666666
16,0.6666666666666666
17,0.6666666666666666
17,0.6666666666666666
17,0.6666666666666666
17,0.6666666666666666
18,0.6666666666666666
18,0.6666666666666666
